i_type, w_type, o_type, H, W, C, FH, FW, K, SH, SW, has_bias, time(us), GPOS/s
NPU_INT8,NPU_INT8,NPU_INT32,24,26,8,3,3,1,2,2,0,41,0.46361
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,3,3,1,2,2,0,58,0.839172
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,3,3,1,2,2,0,69,1.001739
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,3,3,1,2,2,0,147,1.057959
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,3,3,1,2,2,0,166,1.179759
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,3,3,1,2,2,0,277,0.873357
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,3,3,1,1,1,1,40,0.0288
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,3,3,1,1,1,1,41,0.056195
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,3,3,1,1,1,1,56,0.164571
NPU_INT8,NPU_INT8,NPU_INT32,8,8,32,3,3,1,1,1,1,81,0.256
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,3,3,1,1,1,1,87,0.278069
NPU_INT8,NPU_INT8,NPU_INT32,24,26,8,3,3,1,1,1,1,256,0.297
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,3,3,1,1,1,1,523,0.372252
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,3,3,1,1,1,1,696,0.397241
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,3,3,1,1,1,1,1582,0.393224
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,3,3,1,1,1,1,1922,0.407575
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,3,3,1,1,1,1,2379,0.406759
NPU_INT8,NPU_INT8,NPU_INT32,4,4,16,3,3,1,2,2,1,43,0.006698
NPU_INT8,NPU_INT8,NPU_INT32,6,4,16,3,3,1,2,2,1,41,0.014049
NPU_INT8,NPU_INT8,NPU_INT32,6,6,32,3,3,1,2,2,1,49,0.04702
NPU_INT8,NPU_INT8,NPU_INT32,8,8,32,3,3,1,2,2,1,56,0.092571
NPU_INT8,NPU_INT8,NPU_INT32,16,14,8,3,3,1,2,2,1,51,0.118588
NPU_INT8,NPU_INT8,NPU_INT32,24,26,8,3,3,1,2,2,1,83,0.229012
NPU_INT8,NPU_INT8,NPU_INT32,28,28,16,3,3,1,2,2,1,155,0.314013
NPU_INT8,NPU_INT8,NPU_INT32,32,34,16,3,3,1,2,2,1,204,0.338823
NPU_INT8,NPU_INT8,NPU_INT32,32,38,32,3,3,1,2,2,1,445,0.349483
NPU_INT8,NPU_INT8,NPU_INT32,36,42,32,3,3,1,2,2,1,539,0.36334
NPU_INT8,NPU_INT8,NPU_INT32,42,44,32,3,3,1,2,2,1,751,0.322131
NPU_INT8,NPU_INT8,NPU_INT8,4,4,16,3,3,1,1,1,0,32,0.036
NPU_INT8,NPU_INT8,NPU_INT8,6,4,16,3,3,1,1,1,0,29,0.079448
NPU_INT8,NPU_INT8,NPU_INT8,6,6,32,3,3,1,1,1,0,29,0.317793
NPU_INT8,NPU_INT8,NPU_INT8,8,8,32,3,3,1,1,1,0,31,0.668903
NPU_INT8,NPU_INT8,NPU_INT8,16,14,8,3,3,1,1,1,0,31,0.780387
NPU_INT8,NPU_INT8,NPU_INT8,24,26,8,3,3,1,1,1,0,88,0.864
NPU_INT8,NPU_INT8,NPU_INT8,28,28,16,3,3,1,1,1,0,114,1.707789
NPU_INT8,NPU_INT8,NPU_INT8,32,34,16,3,3,1,1,1,0,124,2.229677
NPU_INT8,NPU_INT8,NPU_INT8,32,38,32,3,3,1,1,1,0,294,2.115918
NPU_INT8,NPU_INT8,NPU_INT8,36,42,32,3,3,1,1,1,0,314,2.494777
NPU_INT8,NPU_INT8,NPU_INT8,42,44,32,3,3,1,1,1,0,394,2.456041
NPU_INT8,NPU_INT8,NPU_INT8,4,4,16,3,3,1,2,2,0,33,0.008727
NPU_INT8,NPU_INT8,NPU_INT8,6,4,16,3,3,1,2,2,0,32,0.018
NPU_INT8,NPU_INT8,NPU_INT8,6,6,32,3,3,1,2,2,0,35,0.065829
NPU_INT8,NPU_INT8,NPU_INT8,8,8,32,3,3,1,2,2,0,37,0.140108
NPU_INT8,NPU_INT8,NPU_INT8,16,14,8,3,3,1,2,2,0,32,0.189
NPU_INT8,NPU_INT8,NPU_INT8,24,26,8,3,3,1,2,2,0,37,0.51373
NPU_INT8,NPU_INT8,NPU_INT8,28,28,16,3,3,1,2,2,0,50,0.97344
NPU_INT8,NPU_INT8,NPU_INT8,32,34,16,3,3,1,2,2,0,58,1.191724
NPU_INT8,NPU_INT8,NPU_INT8,32,38,32,3,3,1,2,2,0,121,1.285289
NPU_INT8,NPU_INT8,NPU_INT8,36,42,32,3,3,1,2,2,0,134,1.461493
NPU_INT8,NPU_INT8,NPU_INT8,42,44,32,3,3,1,2,2,0,179,1.351508
